ID,BA,PPO,Nreads.tot
ASV_662,288,172,460
ASV_663,453,7,460
ASV_664,237,223,460
ASV_665,0,460,460
ASV_666,439,19,458
ASV_667,458,0,458
ASV_668,171,285,456
ASV_669,402,54,456
ASV_67,8400,1508,9908
ASV_670,455,0,455
ASV_671,275,176,451
ASV_672,51,399,450
ASV_673,417,32,449
ASV_674,449,0,449
ASV_675,449,0,449
ASV_676,0,448,448
ASV_677,439,9,448
ASV_678,7,440,447
ASV_679,209,237,446
ASV_68,6966,2908,9874
ASV_680,299,147,446
ASV_681,439,4,443
ASV_682,210,231,441
ASV_683,435,6,441
ASV_684,131,307,438
ASV_685,249,188,437
ASV_686,0,436,436
ASV_687,432,0,432
ASV_688,288,143,431
ASV_689,430,0,430
ASV_69,9113,685,9798
ASV_690,430,0,430
ASV_691,330,99,429
ASV_692,401,27,428
ASV_693,420,7,427
ASV_694,427,0,427
ASV_695,2,423,425
ASV_696,373,51,424
ASV_697,424,0,424
ASV_698,401,20,421
ASV_699,378,42,420
ASV_7,24355,125058,149413
ASV_70,9686,37,9723
ASV_700,420,0,420
ASV_701,242,175,417
ASV_702,181,236,417
ASV_703,318,98,416
ASV_704,416,0,416
ASV_705,413,2,415
ASV_706,194,220,414
ASV_707,276,137,413
ASV_708,397,15,412
ASV_709,411,0,411
ASV_71,8288,1214,9502
ASV_710,0,410,410
ASV_711,389,21,410
ASV_712,0,408,408
ASV_713,407,0,407
ASV_714,407,0,407
ASV_715,406,0,406
ASV_716,401,4,405
ASV_717,404,0,404
ASV_718,0,403,403
ASV_719,324,77,401
ASV_72,2518,6828,9346
ASV_720,176,224,400
ASV_721,390,10,400
ASV_722,400,0,400
ASV_723,399,0,399
ASV_724,1,396,397
ASV_725,111,285,396
ASV_726,389,6,395
ASV_727,395,0,395
ASV_728,356,38,394
ASV_729,136,255,391
ASV_73,6480,2710,9190
ASV_730,388,2,390
ASV_731,368,20,388
ASV_732,385,3,388
ASV_733,384,4,388
ASV_734,356,30,386
ASV_735,151,233,384
ASV_736,384,0,384
ASV_737,259,124,383
ASV_738,383,0,383
ASV_739,198,183,381
ASV_74,7778,1289,9067
ASV_740,381,0,381
ASV_741,380,0,380
ASV_742,380,0,380
ASV_743,91,288,379
ASV_744,378,0,378
ASV_745,217,160,377
ASV_746,0,377,377
ASV_747,375,0,375
ASV_748,73,301,374
ASV_749,251,121,372
ASV_75,5914,3094,9008
ASV_750,180,191,371
ASV_751,0,371,371
ASV_752,350,20,370
ASV_753,349,21,370
ASV_754,0,369,369
ASV_755,305,62,367
ASV_756,247,119,366
ASV_757,193,173,366
ASV_758,244,122,366
ASV_759,366,0,366
ASV_76,4762,4046,8808
ASV_760,366,0,366
ASV_761,55,309,364
ASV_762,364,0,364
ASV_763,363,0,363
ASV_764,361,0,361
ASV_765,360,0,360
ASV_766,47,311,358
ASV_767,307,50,357
ASV_768,101,256,357
ASV_769,356,0,356
ASV_77,8583,5,8588
ASV_770,0,355,355
ASV_771,46,308,354
ASV_772,76,278,354
ASV_773,351,3,354
ASV_774,0,352,352
ASV_775,351,0,351
ASV_776,351,0,351
ASV_777,263,87,350
ASV_778,0,350,350
ASV_779,350,0,350
ASV_78,7482,1076,8558
ASV_780,17,331,348
ASV_781,348,0,348
ASV_782,348,0,348
ASV_783,189,158,347
ASV_784,309,38,347
ASV_785,338,9,347
ASV_786,11,335,346
ASV_787,186,159,345
ASV_788,56,289,345
ASV_789,345,0,345
ASV_79,88,8346,8434
ASV_790,309,34,343
ASV_791,0,343,343
ASV_792,254,88,342
ASV_793,308,33,341
ASV_794,238,100,338
ASV_795,338,0,338
ASV_796,227,110,337
ASV_797,337,0,337
ASV_798,325,11,336
ASV_799,195,140,335
ASV_8,119124,591,119715
ASV_80,2820,5493,8313
ASV_800,335,0,335
ASV_801,334,0,334
ASV_802,320,12,332
ASV_803,0,331,331
ASV_804,246,80,326
ASV_805,318,11,329
ASV_806,146,181,327
ASV_807,327,0,327
ASV_808,182,143,325
ASV_809,325,0,325
ASV_81,7878,98,7976
ASV_810,208,116,324
ASV_811,280,43,323
ASV_812,185,137,322
ASV_813,0,322,322
ASV_814,90,232,322
ASV_815,0,322,322
ASV_816,118,203,321
ASV_817,70,251,321
ASV_818,42,278,320
ASV_819,288,32,320
ASV_82,7477,415,7892
ASV_820,12,308,320
ASV_821,76,243,319
ASV_822,157,162,319
ASV_823,319,0,319
ASV_824,244,74,318
ASV_825,265,53,318
ASV_826,318,0,318
ASV_827,16,301,317
ASV_828,271,46,317
ASV_829,263,53,316
ASV_83,6084,1799,7883
ASV_830,251,65,316
ASV_831,131,184,315
ASV_832,272,43,315
ASV_833,315,0,315
ASV_834,247,43,290
ASV_835,173,140,313
ASV_836,1,311,312
ASV_837,277,35,312
ASV_838,0,0,0
ASV_839,273,35,308
ASV_84,7387,349,7736
ASV_840,101,206,307
ASV_841,0,307,307
ASV_842,180,126,306
ASV_843,77,229,306
ASV_844,303,2,305
ASV_845,186,119,305
ASV_846,24,280,304
ASV_847,233,71,304
ASV_848,304,0,304
ASV_849,260,43,303
ASV_85,4397,3319,7716
ASV_850,272,31,303
ASV_851,301,1,302
ASV_852,301,1,302
ASV_853,302,0,302
ASV_854,7,294,301
ASV_855,247,54,301
ASV_856,301,0,301
ASV_857,301,0,301
ASV_858,300,0,300
ASV_859,196,103,299
ASV_86,7648,0,7648
ASV_860,0,299,299
ASV_861,1,298,299
ASV_862,0,298,298
ASV_863,0,298,298
ASV_864,191,107,298
ASV_865,11,286,297
ASV_866,297,0,297
ASV_867,28,268,296
ASV_868,5,291,296
ASV_869,291,4,295
ASV_87,7432,1,7433
ASV_870,125,169,294
ASV_871,77,217,294
ASV_872,88,205,293
ASV_873,111,182,293
ASV_874,287,6,293
ASV_875,182,110,292
ASV_876,0,292,292
ASV_877,255,36,291
ASV_878,284,7,291
ASV_879,187,103,290
ASV_88,7267,149,7416
ASV_880,214,76,290
ASV_881,276,14,290
ASV_882,237,52,289
ASV_883,158,131,289
ASV_884,289,0,289
ASV_885,3,285,288
ASV_886,287,0,287
ASV_887,71,216,287
ASV_888,285,2,287
ASV_889,274,13,287
ASV_89,7229,146,7375
ASV_890,207,79,286
ASV_891,1,284,285
ASV_892,19,266,285
ASV_893,0,285,285
ASV_894,285,0,285
ASV_895,0,284,284
ASV_896,0,284,284
ASV_897,284,0,284
ASV_898,284,0,284
ASV_899,220,63,283
ASV_9,61720,53904,115624
ASV_90,1,7372,7373
ASV_900,272,11,283
ASV_901,43,239,282
ASV_902,0,282,282
ASV_903,279,2,281
ASV_904,281,0,281
ASV_905,127,153,280
ASV_906,50,230,280
ASV_907,0,280,280
ASV_908,139,138,277
ASV_909,163,114,277
ASV_91,1,7087,7088
ASV_910,0,275,275
ASV_911,274,0,274
ASV_912,274,0,274
ASV_913,262,11,273
ASV_914,272,0,272
ASV_915,244,27,271
ASV_916,271,0,271
ASV_917,37,233,270
ASV_918,252,18,270
ASV_919,251,18,269
ASV_92,3,7080,7083
ASV_920,233,36,269
ASV_921,269,0,269
ASV_922,262,6,268
ASV_923,201,67,268
ASV_924,268,0,268
ASV_925,0,267,267
ASV_926,0,267,267
ASV_927,147,120,267
ASV_928,0,267,267
ASV_929,179,86,265
ASV_93,7065,13,7078
ASV_930,265,1,266
ASV_931,224,42,266
ASV_932,266,0,266
ASV_933,266,0,266
ASV_934,0,3,3
ASV_935,0,0,0
ASV_936,265,0,265
ASV_937,265,0,265
ASV_938,264,0,264
ASV_939,40,223,263
ASV_94,4388,2643,7031
ASV_940,1,260,261
ASV_941,76,185,261
ASV_942,261,0,261
ASV_943,48,212,260
ASV_944,259,1,260
ASV_945,29,231,260
ASV_946,3,256,259
ASV_947,259,0,259
ASV_948,258,0,258
ASV_949,197,60,257
ASV_95,1887,5139,7026
ASV_950,168,89,257
ASV_951,20,237,257
ASV_952,93,164,257
ASV_953,190,66,256
ASV_954,2,254,256
ASV_955,0,256,256
ASV_956,256,0,256
ASV_957,256,0,256
ASV_958,4,251,255
ASV_959,255,0,255
ASV_96,7018,7,7025
ASV_960,0,253,253
ASV_961,32,221,253
ASV_962,251,2,253
ASV_963,35,218,253
ASV_964,251,2,253
ASV_965,253,0,253
ASV_966,250,2,252
ASV_967,95,156,251
ASV_968,205,46,251
ASV_969,251,0,251
ASV_97,0,7007,7007
ASV_970,251,0,251
ASV_971,202,48,250
ASV_972,250,0,250
ASV_973,241,8,249
ASV_974,173,76,249
ASV_975,0,249,249
ASV_976,6,242,248
ASV_977,188,60,248
ASV_978,246,2,248
ASV_979,0,0,0
ASV_98,6752,247,6999
ASV_980,248,0,248
ASV_981,248,0,248
ASV_982,59,188,247
ASV_983,59,188,247
ASV_984,0,247,247
ASV_985,0,245,245
ASV_986,243,2,245
ASV_987,245,0,245
ASV_988,22,222,244
ASV_989,241,3,244
ASV_99,6879,62,6941
ASV_990,206,37,243
ASV_991,231,12,243
ASV_992,158,85,243
ASV_993,209,33,242
ASV_994,198,44,242
ASV_995,170,72,242
ASV_996,242,0,242
ASV_997,242,0,242
ASV_998,1,240,241
ASV_999,9,232,241
