ID,BA,PPO,Nreads.tot
ASV_1954,11,50,61
ASV_1955,20,41,61
ASV_1956,18,43,61
ASV_1957,45,16,61
ASV_1958,56,5,61
ASV_1959,36,25,61
ASV_196,2773,461,3234
ASV_1960,54,7,61
ASV_1961,0,61,61
ASV_1962,61,0,61
ASV_1963,61,0,61
ASV_1964,61,0,61
ASV_1965,61,0,61
ASV_1966,61,0,61
ASV_1967,61,0,61
ASV_1968,43,17,60
ASV_1969,13,47,60
ASV_197,3087,135,3222
ASV_1970,9,51,60
ASV_1971,56,4,60
ASV_1972,1,59,60
ASV_1973,0,60,60
ASV_1974,0,60,60
ASV_1975,60,0,60
ASV_1976,60,0,60
ASV_1977,60,0,60
ASV_1978,60,0,60
ASV_1979,60,0,60
ASV_198,3114,89,3203
ASV_1980,57,2,59
ASV_1981,22,37,59
ASV_1982,20,39,59
ASV_1983,58,1,59
ASV_1984,59,0,59
ASV_1985,59,0,59
ASV_1986,59,0,59
ASV_1987,59,0,59
ASV_1988,59,0,59
ASV_1989,59,0,59
ASV_199,3159,39,3198
ASV_1990,0,58,58
ASV_1991,0,58,58
ASV_1992,0,58,58
ASV_1993,52,6,58
ASV_1994,0,58,58
ASV_1995,20,38,58
ASV_1996,0,0,0
ASV_1997,58,0,58
ASV_1998,58,0,58
ASV_1999,58,0,58
ASV_2,1697539,39076,1736615
ASV_20,5,7,12
ASV_200,3155,37,3192
ASV_2000,58,0,58
ASV_2001,58,0,58
ASV_2002,26,31,57
ASV_2003,37,20,57
ASV_2004,1,56,57
ASV_2005,0,57,57
ASV_2006,33,24,57
ASV_2007,20,37,57
ASV_2008,57,0,57
ASV_2009,57,0,57
ASV_201,1,3190,3191
ASV_2010,57,0,57
ASV_2011,57,0,57
ASV_2012,5,51,56
ASV_2013,52,4,56
ASV_2014,54,2,56
ASV_2015,0,56,56
ASV_2016,56,0,56
ASV_2017,56,0,56
ASV_2018,56,0,56
ASV_2019,0,55,55
ASV_202,2751,405,3156
ASV_2020,43,12,55
ASV_2021,1,54,55
ASV_2022,0,55,55
ASV_2023,52,3,55
ASV_2024,0,55,55
ASV_2025,53,2,55
ASV_2026,55,0,55
ASV_2027,55,0,55
ASV_2028,4,50,54
ASV_2029,27,27,54
ASV_203,2500,626,3126
ASV_2030,0,54,54
ASV_2031,53,1,54
ASV_2032,45,9,54
ASV_2033,53,1,54
ASV_2034,0,54,54
ASV_2035,54,0,54
ASV_2036,54,0,54
ASV_2037,54,0,54
ASV_2038,54,0,54
ASV_2039,54,0,54
ASV_204,245,2873,3118
ASV_2040,54,0,54
ASV_2041,52,1,53
ASV_2042,2,51,53
ASV_2043,39,14,53
ASV_2044,0,53,53
ASV_2045,5,48,53
ASV_2046,26,27,53
ASV_2047,16,37,53
ASV_2048,51,2,53
ASV_2049,0,53,53
ASV_205,1358,1747,3105
ASV_2050,0,53,53
ASV_2051,46,7,53
ASV_2052,52,1,53
ASV_2053,0,53,53
ASV_2054,0,53,53
ASV_2055,0,53,53
ASV_2056,53,0,53
ASV_2057,53,0,53
ASV_2058,53,0,53
ASV_2059,53,0,53
ASV_206,1107,1959,3066
ASV_2060,53,0,53
ASV_2061,45,7,52
ASV_2062,8,44,52
ASV_2063,9,43,52
ASV_2064,1,51,52
ASV_2065,50,2,52
ASV_2066,0,52,52
ASV_2067,0,52,52
ASV_2068,51,1,52
ASV_2069,46,6,52
ASV_207,2685,369,3054
ASV_2070,50,2,52
ASV_2071,1,51,52
ASV_2072,21,31,52
ASV_2073,52,0,52
ASV_2074,52,0,52
ASV_2075,52,0,52
ASV_2076,52,0,52
ASV_2077,44,7,51
ASV_2078,44,7,51
ASV_2079,0,51,51
ASV_208,2246,706,2952
ASV_2080,0,51,51
ASV_2081,19,32,51
ASV_2082,0,51,51
ASV_2083,50,1,51
ASV_2084,44,7,51
ASV_2085,51,0,51
ASV_2086,51,0,51
ASV_2087,51,0,51
ASV_2088,51,0,51
ASV_2089,51,0,51
ASV_209,2656,272,2928
ASV_2090,34,16,50
ASV_2091,4,46,50
ASV_2092,4,46,50
ASV_2093,5,45,50
ASV_2094,42,8,50
ASV_2095,49,1,50
ASV_2096,36,14,50
ASV_2097,0,50,50
ASV_2098,50,0,50
ASV_2099,50,0,50
ASV_21,30504,1351,31855
ASV_210,2926,0,2926
ASV_2100,50,0,50
ASV_2101,50,0,50
ASV_2102,50,0,50
ASV_2103,16,33,49
ASV_2104,9,40,49
ASV_2105,0,49,49
ASV_2106,0,49,49
ASV_2107,2,47,49
ASV_2108,45,4,49
ASV_2109,0,49,49
ASV_211,2274,650,2924
ASV_2110,0,49,49
ASV_2111,46,3,49
ASV_2112,0,49,49
ASV_2113,0,49,49
ASV_2114,0,49,49
ASV_2115,49,0,49
ASV_2116,49,0,49
ASV_2117,49,0,49
ASV_2118,49,0,49
ASV_2119,49,0,49
ASV_212,2463,399,2862
ASV_2120,49,0,49
ASV_2121,23,25,48
ASV_2122,42,6,48
ASV_2123,21,27,48
ASV_2124,0,48,48
ASV_2125,0,48,48
ASV_2126,46,2,48
ASV_2127,0,48,48
ASV_2128,0,48,48
ASV_2129,45,3,48
ASV_213,2807,24,2831
ASV_2130,0,48,48
ASV_2131,0,48,48
ASV_2132,48,0,48
ASV_2133,48,0,48
ASV_2134,48,0,48
ASV_2135,48,0,48
ASV_2136,48,0,48
ASV_2137,48,0,48
ASV_2138,48,0,48
ASV_2139,48,0,48
ASV_214,2778,0,2778
ASV_2140,0,47,47
ASV_2141,0,47,47
ASV_2142,0,47,47
ASV_2143,13,34,47
ASV_2144,42,5,47
ASV_2145,27,20,47
ASV_2146,22,25,47
ASV_2147,0,47,47
ASV_2148,0,47,47
ASV_2149,47,0,47
ASV_215,433,2335,2768
ASV_2150,47,0,47
ASV_2151,47,0,47
ASV_2152,47,0,47
ASV_2153,47,0,47
ASV_2154,47,0,47
ASV_2155,47,0,47
ASV_2156,47,0,47
ASV_2157,47,0,47
ASV_2158,47,0,47
ASV_2159,15,31,46
ASV_216,718,2007,2725
ASV_2160,0,46,46
ASV_2161,2,44,46
ASV_2162,44,2,46
ASV_2163,0,46,46
ASV_2164,44,2,46
ASV_2165,46,0,46
ASV_2166,46,0,46
ASV_2167,46,0,46
ASV_2168,46,0,46
ASV_2169,46,0,46
ASV_217,775,1931,2706
ASV_2170,46,0,46
ASV_2171,46,0,46
ASV_2172,0,45,45
ASV_2173,42,3,45
ASV_2174,0,45,45
ASV_2175,0,45,45
ASV_2176,23,22,45
ASV_2177,0,45,45
ASV_2178,0,45,45
ASV_2179,45,0,45
ASV_218,2677,1,2678
ASV_2180,2,42,44
ASV_2181,15,29,44
ASV_2182,0,44,44
ASV_2183,22,22,44
ASV_2184,16,28,44
ASV_2185,28,16,44
ASV_2186,31,13,44
ASV_2187,35,9,44
ASV_2188,44,0,44
ASV_2189,44,0,44
ASV_219,1135,1540,2675
ASV_2190,44,0,44
ASV_2191,44,0,44
ASV_2192,44,0,44
ASV_2193,44,0,44
ASV_2194,44,0,44
ASV_2195,44,0,44
ASV_2196,41,2,43
ASV_2197,0,43,43
ASV_2198,34,9,43
ASV_2199,0,43,43
ASV_22,14070,16975,31045
ASV_220,2349,311,2660
ASV_2200,0,43,43
ASV_2201,43,0,43
ASV_2202,43,0,43
ASV_2203,43,0,43
ASV_2204,43,0,43
ASV_2205,43,0,43
ASV_2206,43,0,43
ASV_2207,43,0,43
ASV_2208,43,0,43
ASV_2209,43,0,43
ASV_221,1361,1276,2637
ASV_2210,8,34,42
ASV_2211,38,4,42
ASV_2212,0,42,42
ASV_2213,41,1,42
ASV_2214,22,20,42
ASV_2215,38,4,42
ASV_2216,42,0,42
ASV_2217,42,0,42
ASV_2218,42,0,42
ASV_2219,42,0,42
ASV_222,2625,0,2625
ASV_2220,42,0,42
ASV_2221,42,0,42
ASV_2222,42,0,42
ASV_2223,42,0,42
ASV_2224,42,0,42
ASV_2225,42,0,42
ASV_2226,0,41,41
ASV_2227,15,26,41
ASV_2228,0,41,41
ASV_2229,37,4,41
ASV_223,2619,0,2619
ASV_2230,39,2,41
ASV_2231,27,14,41
ASV_2232,0,41,41
ASV_2233,0,41,41
ASV_2234,0,41,41
ASV_2235,0,41,41
ASV_2236,31,10,41
ASV_2237,0,41,41
ASV_2238,41,0,41
ASV_2239,41,0,41
ASV_224,2044,569,2613
ASV_2240,41,0,41
ASV_2241,41,0,41
ASV_2242,41,0,41
ASV_2243,41,0,41
ASV_2244,41,0,41
ASV_2245,41,0,41
ASV_2246,41,0,41
ASV_2247,41,0,41
ASV_2248,41,0,41
ASV_2249,0,40,40
ASV_225,1808,785,2593
ASV_2250,37,3,40
ASV_2251,15,25,40
ASV_2252,0,40,40
ASV_2253,3,37,40
ASV_2254,28,12,40
ASV_2255,0,40,40
ASV_2256,39,1,40
ASV_2257,0,40,40
ASV_2258,0,40,40
ASV_2259,0,40,40
ASV_226,2592,0,2592
ASV_2260,24,16,40
ASV_2261,1,39,40
ASV_2262,40,0,40
ASV_2263,40,0,40
ASV_2264,40,0,40
ASV_2265,40,0,40
ASV_2266,40,0,40
ASV_2267,40,0,40
ASV_2268,40,0,40
ASV_2269,26,13,39
ASV_227,1833,744,2577
ASV_2270,35,4,39
ASV_2271,0,39,39
ASV_2272,0,39,39
ASV_2273,3,36,39
ASV_2274,0,39,39
ASV_2275,31,8,39
ASV_2276,2,37,39
ASV_2277,4,35,39
ASV_2278,30,9,39
ASV_2279,21,18,39
ASV_228,2185,388,2573
ASV_2280,0,39,39
ASV_2281,39,0,39
ASV_2282,39,0,39
ASV_2283,39,0,39
ASV_2284,39,0,39
ASV_2285,39,0,39
ASV_2286,39,0,39
ASV_2287,39,0,39
ASV_2288,39,0,39
ASV_2289,39,0,39
ASV_229,2346,195,2541
ASV_2290,39,0,39
ASV_2291,39,0,39
ASV_2292,17,21,38
ASV_2293,23,15,38
ASV_2294,3,30,33
ASV_2295,0,38,38
ASV_2296,7,31,38
ASV_2297,0,38,38
ASV_2298,29,9,38
ASV_2299,0,38,38
ASV_23,30341,543,30884
ASV_230,1187,6,1193
ASV_2300,0,38,38
ASV_2301,0,38,38
ASV_2302,26,12,38
ASV_2303,15,23,38
ASV_2304,0,38,38
ASV_2305,27,11,38
ASV_2306,38,0,38
ASV_2307,38,0,38
ASV_2308,38,0,38
ASV_2309,38,0,38
ASV_231,2466,0,2466
ASV_2310,38,0,38
ASV_2311,38,0,38
ASV_2312,22,15,37
ASV_2313,30,7,37
ASV_2314,6,31,37
ASV_2315,0,37,37
ASV_2316,22,15,37
ASV_2317,3,34,37
ASV_2318,0,37,37
ASV_2319,37,0,37
ASV_232,1887,570,2457
ASV_2320,37,0,37
ASV_2321,37,0,37
ASV_2322,37,0,37
ASV_2323,37,0,37
ASV_2324,37,0,37
ASV_2325,37,0,37
ASV_2326,37,0,37
ASV_2327,37,0,37
ASV_2328,37,0,37
ASV_2329,11,25,36
ASV_233,2445,0,2445
ASV_2330,7,29,36
ASV_2331,0,36,36
ASV_2332,17,19,36
ASV_2333,0,36,36
ASV_2334,0,36,36
ASV_2335,0,36,36
ASV_2336,0,36,36
ASV_2337,5,31,36
ASV_2338,2,34,36
ASV_2339,36,0,36
ASV_234,2434,1,2435
ASV_2340,36,0,36
ASV_2341,36,0,36
ASV_2342,36,0,36
ASV_2343,36,0,36
ASV_2344,36,0,36
ASV_2345,36,0,36
ASV_2346,36,0,36
ASV_2347,8,27,35
ASV_2348,14,21,35
ASV_2349,0,35,35
ASV_235,1491,935,2426
ASV_2350,0,35,35
ASV_2351,8,27,35
ASV_2352,33,2,35
ASV_2353,24,11,35
ASV_2354,25,10,35
ASV_2355,3,32,35
ASV_2356,0,35,35
ASV_2357,34,1,35
ASV_2358,5,30,35
ASV_2359,16,19,35
ASV_236,2382,3,2385
ASV_2360,34,1,35
ASV_2361,23,12,35
ASV_2362,35,0,35
ASV_2363,35,0,35
ASV_2364,35,0,35
ASV_2365,35,0,35
ASV_2366,35,0,35
ASV_2367,8,26,34
ASV_2368,0,34,34
ASV_2369,23,11,34
ASV_237,202,2155,2357
ASV_2370,0,34,34
ASV_2371,15,19,34
ASV_2372,18,16,34
ASV_2373,0,34,34
ASV_2374,4,30,34
ASV_2375,0,34,34
ASV_2376,0,34,34
ASV_2377,0,34,34
ASV_2378,0,34,34
ASV_2379,30,4,34
ASV_238,1115,1241,2356
ASV_2380,26,8,34
ASV_2381,31,3,34
ASV_2382,34,0,34
ASV_2383,34,0,34
ASV_2384,34,0,34
ASV_2385,34,0,34
ASV_2386,34,0,34
ASV_2387,29,4,33
ASV_2388,26,7,33
ASV_2389,0,33,33
ASV_239,2352,0,2352
ASV_2390,25,8,33
ASV_2391,0,33,33
ASV_2392,32,1,33
ASV_2393,33,0,33
ASV_2394,33,0,33
ASV_2395,33,0,33
ASV_2396,33,0,33
ASV_2397,33,0,33
ASV_2398,33,0,33
ASV_2399,33,0,33
ASV_24,19102,10706,29808
ASV_240,1617,732,2349
ASV_2400,33,0,33
ASV_2401,33,0,33
ASV_2402,33,0,33
ASV_2403,33,0,33
ASV_2404,33,0,33
ASV_2405,33,0,33
ASV_2406,0,32,32
ASV_2407,0,32,32
ASV_2408,0,32,32
ASV_2409,27,5,32
ASV_241,2339,1,2340
ASV_2410,30,2,32
ASV_2411,26,6,32
ASV_2412,0,32,32
ASV_2413,28,4,32
ASV_2414,0,32,32
ASV_2415,32,0,32
ASV_2416,32,0,32
ASV_2417,32,0,32
ASV_2418,32,0,32
ASV_2419,32,0,32
ASV_242,1478,854,2332
ASV_2420,32,0,32
ASV_2421,32,0,32
ASV_2422,32,0,32
ASV_2423,2,29,31
ASV_2424,30,1,31
ASV_2425,30,1,31
ASV_2426,0,31,31
ASV_2427,23,8,31
ASV_2428,24,7,31
ASV_2429,30,1,31
ASV_243,2327,0,2327
ASV_2430,5,26,31
ASV_2431,0,31,31
ASV_2432,25,6,31
ASV_2433,30,1,31
ASV_2434,0,31,31
ASV_2435,0,31,31
ASV_2436,31,0,31
ASV_2437,31,0,31
ASV_2438,31,0,31
ASV_2439,31,0,31
ASV_244,605,1718,2323
ASV_2440,31,0,31
ASV_2441,31,0,31
ASV_2442,31,0,31
ASV_2443,31,0,31
ASV_2444,31,0,31
ASV_2445,31,0,31
ASV_2446,31,0,31
ASV_2447,0,30,30
ASV_2448,16,14,30
ASV_2449,27,3,30
ASV_245,458,1864,2322
ASV_2450,11,19,30
ASV_2451,0,30,30
ASV_2452,0,30,30
ASV_2453,0,30,30
ASV_2454,28,2,30
ASV_2455,25,5,30
ASV_2456,22,0,22
ASV_2457,30,0,30
ASV_2458,30,0,30
ASV_2459,30,0,30
ASV_246,894,1426,2320
ASV_2460,30,0,30
ASV_2461,30,0,30
ASV_2462,30,0,30
ASV_2463,30,0,30
ASV_2464,30,0,30
ASV_2465,30,0,30
ASV_2466,30,0,30
ASV_2467,30,0,30
ASV_2468,30,0,30
ASV_2469,30,0,30
ASV_247,1860,458,2318
ASV_2470,0,29,29
ASV_2471,0,29,29
ASV_2472,7,22,29
ASV_2473,0,29,29
ASV_2474,0,29,29
ASV_2475,0,29,29
ASV_2476,0,29,29
ASV_2477,2,27,29
ASV_2478,0,29,29
ASV_2479,28,1,29
ASV_248,2094,221,2315
ASV_2480,29,0,29
ASV_2481,29,0,29
ASV_2482,29,0,29
ASV_2483,29,0,29
ASV_2484,0,28,28
ASV_2485,20,8,28
ASV_2486,6,22,28
ASV_2487,2,26,28
ASV_2488,13,15,28
ASV_2489,11,17,28
ASV_249,2306,1,2307
ASV_2490,0,28,28
ASV_2491,0,28,28
ASV_2492,7,21,28
ASV_2493,0,28,28
ASV_2494,28,0,28
ASV_2495,28,0,28
ASV_2496,28,0,28
ASV_2497,28,0,28
ASV_2498,28,0,28
ASV_2499,28,0,28
ASV_25,17079,11304,28383
ASV_250,187,2112,2299
ASV_2500,28,0,28
ASV_2501,13,14,27
ASV_2502,1,26,27
ASV_2503,22,5,27
ASV_2504,24,3,27
ASV_2505,0,27,27
ASV_2506,26,1,27
ASV_2507,27,0,27
ASV_2508,27,0,27
ASV_2509,27,0,27
ASV_251,2087,206,2293
ASV_2510,27,0,27
ASV_2511,27,0,27
ASV_2512,27,0,27
ASV_2513,27,0,27
ASV_2514,27,0,27
ASV_2515,27,0,27
ASV_2516,27,0,27
ASV_2517,27,0,27
ASV_2518,27,0,27
ASV_2519,27,0,27
ASV_252,1310,982,2292
ASV_2520,27,0,27
ASV_2521,27,0,27
ASV_2522,0,26,26
ASV_2523,5,21,26
ASV_2524,0,26,26
ASV_2525,23,3,26
ASV_2526,0,26,26
ASV_2527,18,8,26
ASV_2528,19,7,26
ASV_2529,0,26,26
ASV_253,2264,18,2282
ASV_2530,26,0,26
ASV_2531,26,0,26
ASV_2532,26,0,26
ASV_2533,26,0,26
ASV_2534,26,0,26
ASV_2535,26,0,26
ASV_2536,26,0,26
ASV_2537,26,0,26
ASV_2538,0,25,25
ASV_2539,22,3,25
ASV_254,2261,10,2271
ASV_2540,22,3,25
ASV_2541,0,25,25
ASV_2542,0,25,25
ASV_2543,22,3,25
ASV_2544,0,25,25
ASV_2545,0,25,25
ASV_2546,23,2,25
ASV_2547,2,23,25
ASV_2548,23,2,25
ASV_2549,0,25,25
ASV_255,1578,676,2254
ASV_2550,0,25,25
ASV_2551,0,25,25
ASV_2552,0,25,25
ASV_2553,7,18,25
ASV_2554,25,0,25
ASV_2555,25,0,25
ASV_2556,25,0,25
ASV_2557,25,0,25
ASV_2558,25,0,25
ASV_2559,25,0,25
ASV_256,1455,772,2227
ASV_2560,25,0,25
ASV_2561,25,0,25
ASV_2562,25,0,25
ASV_2563,25,0,25
ASV_2564,25,0,25
ASV_2565,25,0,25
ASV_2566,25,0,25
ASV_2567,25,0,25
ASV_2568,25,0,25
ASV_2569,25,0,25
ASV_257,244,1990,2234
ASV_2570,25,0,25
ASV_2571,8,16,24
ASV_2572,0,24,24
ASV_2573,0,24,24
ASV_2574,0,24,24
ASV_2575,13,11,24
ASV_2576,20,4,24
ASV_2577,23,1,24
ASV_2578,0,24,24
ASV_2579,1,23,24
ASV_258,2202,5,2207
ASV_2580,19,5,24
ASV_2581,3,21,24
ASV_2582,0,24,24
ASV_2583,0,24,24
ASV_2584,24,0,24
ASV_2585,24,0,24
ASV_2586,24,0,24
ASV_2587,24,0,24
ASV_2588,24,0,24
ASV_2589,24,0,24
ASV_259,1282,917,2199
ASV_2590,16,7,23
ASV_2591,0,23,23
ASV_2592,0,23,23
ASV_2593,0,23,23
ASV_2594,13,8,21
ASV_2595,0,23,23
ASV_2596,0,23,23
ASV_2597,0,23,23
ASV_2598,0,23,23
ASV_2599,1,22,23
ASV_26,7152,20424,27576
ASV_260,25,2177,2202
ASV_2600,0,23,23
ASV_2601,0,23,23
ASV_2602,23,0,23
ASV_2603,23,0,23
ASV_2604,23,0,23
ASV_2605,23,0,23
ASV_2606,23,0,23
ASV_2607,23,0,23
ASV_2608,23,0,23
ASV_2609,23,0,23
ASV_261,1373,828,2201
ASV_2610,23,0,23
ASV_2611,23,0,23
ASV_2612,20,2,22
ASV_2613,14,8,22
ASV_2614,17,5,22
ASV_2615,18,4,22
ASV_2616,0,22,22
ASV_2617,18,4,22
ASV_2618,18,4,22
ASV_2619,1,21,22
ASV_262,1360,832,2192
ASV_2620,0,22,22
ASV_2621,0,22,22
ASV_2622,3,19,22
ASV_2623,0,22,22
ASV_2624,0,22,22
ASV_2625,22,0,22
ASV_2626,22,0,22
ASV_2627,22,0,22
ASV_2628,22,0,22
ASV_2629,22,0,22
ASV_263,2175,0,2175
ASV_2630,22,0,22
ASV_2631,22,0,22
ASV_2632,22,0,22
ASV_2633,22,0,22
ASV_2634,22,0,22
ASV_2635,22,0,22
ASV_2636,22,0,22
ASV_2637,0,21,21
ASV_2638,0,21,21
ASV_2639,17,4,21
ASV_264,12,2159,2171
ASV_2640,0,21,21
ASV_2641,0,21,21
ASV_2642,13,8,21
ASV_2643,0,21,21
ASV_2644,0,21,21
ASV_2645,6,15,21
ASV_2646,20,1,21
ASV_2647,0,21,21
ASV_2648,0,21,21
ASV_2649,0,21,21
ASV_265,1747,422,2169
ASV_2650,21,0,21
ASV_2651,21,0,21
ASV_2652,21,0,21
ASV_2653,21,0,21
ASV_2654,21,0,21
ASV_2655,21,0,21
ASV_2656,21,0,21
ASV_2657,21,0,21
ASV_2658,21,0,21
ASV_2659,21,0,21
ASV_266,2102,60,2162
ASV_2660,21,0,21
ASV_2661,21,0,21
ASV_2662,0,20,20
ASV_2663,4,16,20
ASV_2664,13,7,20
ASV_2665,5,15,20
ASV_2666,6,14,20
ASV_2667,0,20,20
ASV_2668,15,5,20
ASV_2669,0,20,20
ASV_267,1698,429,2127
ASV_2670,0,20,20
ASV_2671,13,7,20
ASV_2672,13,7,20
ASV_2673,19,1,20
ASV_2674,17,3,20
ASV_2675,0,20,20
ASV_2676,0,20,20
ASV_2677,19,1,20
ASV_2678,7,13,20
ASV_2679,8,12,20
ASV_268,2125,0,2125
ASV_2680,0,20,20
ASV_2681,20,0,20
ASV_2682,20,0,20
ASV_2683,20,0,20
ASV_2684,20,0,20
ASV_2685,20,0,20
ASV_2686,20,0,20
ASV_2687,20,0,20
ASV_2688,20,0,20
ASV_2689,20,0,20
ASV_269,586,1531,2117
ASV_2690,20,0,20
ASV_2691,20,0,20
ASV_2692,20,0,20
ASV_2693,20,0,20
ASV_2694,20,0,20
ASV_2695,20,0,20
ASV_2696,20,0,20
ASV_2697,20,0,20
ASV_2698,8,11,19
ASV_2699,0,19,19
ASV_27,19735,6497,26232
ASV_270,2089,0,2089
ASV_2700,0,19,19
ASV_2701,0,19,19
ASV_2702,0,19,19
ASV_2703,1,18,19
ASV_2704,0,19,19
ASV_2705,8,11,19
ASV_2706,17,2,19
ASV_2707,2,17,19
ASV_2708,7,12,19
ASV_2709,0,19,19
ASV_271,621,1426,2047
ASV_2710,0,19,19
ASV_2711,0,19,19
ASV_2712,19,0,19
ASV_2713,19,0,19
ASV_2714,19,0,19
ASV_2715,19,0,19
ASV_2716,19,0,19
ASV_2717,19,0,19
ASV_2718,19,0,19
ASV_2719,19,0,19
ASV_272,1115,908,2023
ASV_2720,19,0,19
ASV_2721,19,0,19
ASV_2722,19,0,19
ASV_2723,19,0,19
ASV_2724,19,0,19
ASV_2725,19,0,19
ASV_2726,19,0,19
ASV_2727,0,18,18
ASV_2728,6,12,18
ASV_2729,3,15,18
ASV_273,1967,1,1968
ASV_2730,10,8,18
ASV_2731,0,18,18
ASV_2732,0,18,18
ASV_2733,4,14,18
ASV_2734,0,18,18
ASV_2735,0,18,18
ASV_2736,3,15,18
ASV_2737,0,18,18
ASV_2738,12,6,18
ASV_2739,3,15,18
ASV_274,1924,15,1939
ASV_2740,0,18,18
ASV_2741,17,1,18
ASV_2742,0,18,18
ASV_2743,18,0,18
ASV_2744,18,0,18
ASV_2745,18,0,18
ASV_2746,18,0,18
ASV_2747,18,0,18
ASV_2748,18,0,18
ASV_2749,18,0,18
ASV_275,11,1923,1934
ASV_2750,18,0,18
ASV_2751,18,0,18
ASV_2752,18,0,18
ASV_2753,18,0,18
ASV_2754,18,0,18
ASV_2755,18,0,18
ASV_2756,18,0,18
ASV_2757,15,2,17
ASV_2758,0,17,17
ASV_2759,4,13,17
ASV_276,1884,0,1884
ASV_2760,0,17,17
ASV_2761,0,17,17
ASV_2762,5,12,17
ASV_2763,0,17,17
ASV_2764,0,17,17
ASV_2765,0,17,17
ASV_2766,0,17,17
ASV_2767,16,1,17
ASV_2768,0,17,17
ASV_2769,0,17,17
ASV_277,1872,0,1872
ASV_2770,0,17,17
ASV_2771,17,0,17
ASV_2772,17,0,17
ASV_2773,17,0,17
ASV_2774,17,0,17
ASV_2775,17,0,17
ASV_2776,17,0,17
ASV_2777,17,0,17
ASV_2778,17,0,17
ASV_2779,17,0,17
ASV_278,62,1773,1835
ASV_2780,17,0,17
ASV_2781,17,0,17
ASV_2782,3,13,16
ASV_2783,11,5,16
ASV_2784,14,2,16
ASV_2785,0,16,16
ASV_2786,11,5,16
ASV_2787,12,4,16
ASV_2788,0,16,16
ASV_2789,0,16,16
ASV_279,1832,0,1832
ASV_2790,7,9,16
ASV_2791,9,7,16
ASV_2792,0,16,16
ASV_2793,0,16,16
ASV_2794,2,14,16
ASV_2795,0,16,16
ASV_2796,15,1,16
ASV_2797,0,16,16
ASV_2798,0,16,16
ASV_2799,0,16,16
ASV_28,25357,375,25732
ASV_280,1820,6,1826
ASV_2800,16,0,16
ASV_2801,16,0,16
ASV_2802,16,0,16
ASV_2803,16,0,16
ASV_2804,16,0,16
ASV_2805,16,0,16
ASV_2806,16,0,16
ASV_2807,16,0,16
ASV_2808,16,0,16
ASV_2809,16,0,16
ASV_281,0,1797,1797
ASV_2810,16,0,16
ASV_2811,16,0,16
ASV_2812,16,0,16
ASV_2813,16,0,16
ASV_2814,16,0,16
ASV_2815,16,0,16
ASV_2816,0,15,15
ASV_2817,9,6,15
ASV_2818,2,13,15
ASV_2819,0,15,15
ASV_282,47,1732,1779
ASV_2820,0,15,15
ASV_2821,8,7,15
ASV_2822,0,15,15
ASV_2823,0,15,15
ASV_2824,0,15,15
ASV_2825,0,15,15
ASV_2826,9,6,15
ASV_2827,0,15,15
ASV_2828,0,15,15
ASV_2829,0,15,15
ASV_283,1337,438,1775
ASV_2830,12,3,15
ASV_2831,15,0,15
ASV_2832,15,0,15
ASV_2833,15,0,15
ASV_2834,15,0,15
ASV_2835,15,0,15
ASV_2836,15,0,15
ASV_2837,15,0,15
ASV_2838,15,0,15
ASV_2839,15,0,15
ASV_284,664,1100,1764
ASV_2840,15,0,15
ASV_2841,15,0,15
ASV_2842,15,0,15
ASV_2843,15,0,15
ASV_2844,15,0,15
ASV_2845,15,0,15
ASV_2846,15,0,15
ASV_2847,15,0,15
ASV_2848,15,0,15
ASV_2849,15,0,15
ASV_285,1710,33,1743
ASV_2850,15,0,15
ASV_2851,12,2,14
ASV_2852,8,6,14
ASV_2853,0,14,14
ASV_2854,0,14,14
ASV_2855,12,2,14
ASV_2856,0,14,14
ASV_2857,3,11,14
ASV_2858,0,14,14
ASV_2859,0,14,14
ASV_286,1683,0,1683
ASV_2860,0,14,14
ASV_2861,14,0,14
ASV_2862,14,0,14
ASV_2863,14,0,14
ASV_2864,14,0,14
ASV_2865,14,0,14
ASV_2866,14,0,14
ASV_2867,14,0,14
ASV_2868,14,0,14
ASV_2869,14,0,14
ASV_287,1391,290,1681
ASV_2870,14,0,14
ASV_2871,14,0,14
ASV_2872,14,0,14
ASV_2873,14,0,14
ASV_2874,14,0,14
ASV_2875,14,0,14
ASV_2876,14,0,14
ASV_2877,0,13,13
ASV_2878,10,3,13
ASV_2879,0,13,13
ASV_288,1118,559,1677
ASV_2880,4,9,13
ASV_2881,3,10,13
ASV_2882,0,13,13
ASV_2883,0,13,13
ASV_2884,2,11,13
ASV_2885,0,13,13
ASV_2886,0,13,13
ASV_2887,0,13,13
ASV_2888,7,6,13
ASV_2889,12,1,13
ASV_289,1644,0,1644
ASV_2890,13,0,13
ASV_2891,13,0,13
ASV_2892,13,0,13
ASV_2893,13,0,13
ASV_2894,13,0,13
ASV_2895,13,0,13
ASV_2896,13,0,13
ASV_2897,13,0,13
ASV_2898,13,0,13
ASV_2899,13,0,13
ASV_29,22823,2870,25693
ASV_290,1610,25,1635
ASV_2900,13,0,13
ASV_2901,13,0,13
ASV_2902,13,0,13
ASV_2903,13,0,13
ASV_2904,13,0,13
ASV_2905,13,0,13
ASV_2906,13,0,13
ASV_2907,13,0,13
ASV_2908,13,0,13
ASV_2909,13,0,13
ASV_291,0,1628,1628
ASV_2910,0,12,12
ASV_2911,6,6,12
ASV_2912,0,12,12
